Number of Reviews,Channel,Brand,Source Name,Item ID,Product_ID,Catalog,Stage of Development,Data Cycle,Source Product Identifier,Brand Raw,Entity Type,Link,Title,Description,About,Product Category,Source Ingredient,Relevancy,Relevancy 1,Final Relevancy,Solution Type,Geography,Rating,Configuration Name,Name,ASIN,rand_id
0,Amazon USA,Seeds Of Change,Amazon USA,Amazon USA_20190523_127998,Product_20190523_82932,Product,Product,2019 Q1,B0722ZDBF3,SEEDS OF CHANGE,Company,https://www.amazon.com/dp/B0722ZDBF3,Seeds of Change Organic Quinoa Brown & Red Rice with Flaxseed MICROWAVE POUCH -- 8.5 oz,,,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Seasoned Rice",,Yes,,Yes,Quinoa;Red Rice,USA,,Amazon Products,,B0722ZDBF3,0.561877977
75,Amazon USA,Knorr,Amazon USA,Amazon USA_20190523_126965,Product_20190523_81899,Product,Product,2019 Q1,B011B6QTMO,Knorr,,https://www.amazon.com/dp/B011B6QTMO,"Knorr Rice Side Dish, Fiesta Taco, 5.4 oz","Treat your taste buds with Knorr Fiesta Sides Taco Rice (5.4oz). Our rice & pasta blend expertly combines the flavors of tomatoes and real cheddar cheese with a taco-flavored sauce. Our deliciously seasoned Fiesta Sides are great as part of a delicious main dish or as a standalone side dish. Make Knorr Fiesta Sides the foundation of a crowd-pleasing dinner. Your family is sure to love the taco-flavored sauce of Knorr Fiesta Sides Taco Rice (5.4oz). On top of tasting delicious, our Taco Rice is quick and easy to prepare. Knorr Cajun Sides cook in just seven minutes on the stovetop or microwave. Knorr Rice Sides have no artificial flavors making it an excellent choice for creating a family-favorite meal. Use Knorr Sides to create a mouth-watering main dish. Simply prepare Knorr Fiesta Sides and add your favorite meat and vegetables to make a dinner your family is sure to love. You can find great recipes from Knorr like our chef-inspired Beefy Vegetable Taco Pie -- simply add ground beef, tomatoes, shredded cheddar cheese and flour tortillas. Discover more quick and delicious dinner ideas at Knorr.com. There are hundreds of recipes to help you find dinner inspiration. Knorr also has Cajun Sides, Pasta Sides, Italian Sides and more. Knorr offers more than 40 varieties of rice and pasta sides so you can be sure to find flavors your family will love. Knorr believes that good food matters and everyday meals can be just as magical as special occasions. Knorr products owe their taste and flavors to the culinary skills and passion of our chefs. Knorr sources high-quality ingredients to create delicious side dishes, bouillons, sauces, gravies, soups and seasonings enjoyed by families everywhere.",Knorr Fiesta Sides Taco Rice (5.4oz) is a rice & pasta blend side dish that enhances meals with amazing flavor Taco Rice Fiesta Sides expertly combines the flavors of tomatoes and real cheddar cheese with a taco-flavored sauce No artificial flavors Quick and easy to prepare - Cooks in 7 minutes Stovetop or microwave cooking,,,Nope;Yes,,Yes,General Rice,USA,4.2,Amazon Products,,B011B6QTMO,0.441615513
315,Amazon USA,Bob's Red Mill,Amazon USA,Amazon USA_20190523_124599,Product_20190523_79533,Product,Product,2019 Q1,B01MCYDIKJ,Bob's Red Mill,Company,https://www.amazon.com/dp/B01MCYDIKJ,"Bob's Red Mill Organic Whole Grain Oat Groats, 29-ounce","Size: 29 Ounce Have you ever seen an oat before it was rolled or cut? Now you have! Bob's Red Mill Organic Whole Oat Groats are the whole grain - germ, bran, and endosperm - without having been rolled or steel cut! Sure, that means they take a little longer to cook but we promise these little gems are worth it! Of course you can use oat groats to make a hearty breakfast porridge, but you can also use them for pilafs, risottos, grain salads, soups, stews, and in any recipe that calls for whole grains. Certified Organic by QAI.","About the product One, 29 oz. bag (1.8125 lbs.) USDA Certified Organic; Vegan; Vegetarian; 100% Whole Grain; High in Fiber; Kosher Pareve 100% whole grain 7g protein per serving Good source of dietary fiber and iron More",Grocery & Gourmet Food › Breakfast Foods › Cereals › Oatmeal,,Yes,,Yes,Oats,USA,4.6,Amazon Products,,B01MCYDIKJ,0.800890933
0,Amazon USA,Evaxo,Amazon USA,Amazon USA_20190523_127183,Product_20190523_82117,Product,Product,2019 Q1,B07N8W9YSR,EVAXO,Brand,https://www.amazon.com/dp/B07N8W9YSR,"Expect More Knorr Rice Sides Variety Pack (5.625 oz, 8 ct.)","Rice and pasta blend side dishes that enhances meals with amazing flavor Quick and easy to prepare; cooks in 7 minutes Stovetop or microwave cooking Perfect as an ingredient in a delicious Knorr recipe or as a side dish Treat your taste buds to the wonderful taste of Knorr Rice Sides. The Cheddar Broccoli Rice Side expertly combines broccoli florets with the creamy deliciousness of cheddar cheese sauce. The Chicken Rice Side deliciously combines onions, carrots, garlic and parsley beautifully with the mouthwatering, chicken-flavored sauce. Perfectly seasoned, they're great as part of a delicious main dish or as a standalone side dish. Make Knorr Rice Sides the foundation of a crowd-pleasing dinner. On top of tasting delicious, Knorr's Rice Sides are quick and easy to prepare. They cook in just seven minutes on the stovetop or microwave. With no artificial flavors, they're the ideal choice for a healthy meal. Prepare Knorr Rice Sides and add your favorite meat and vegetables to make a dinner your family is sure to love. You can find great recipes from Knorr like the chef-inspired Beefy Broccoli & Cheddar Burritos—simply add ground beef, salsa and cheddar cheese over flour tortillas. Knorr offers more than 40 varieties of rice and pasta sides so you can be sure to find flavors your family will love. They believe that good food matters and everyday meals can be just as magical as special occasions. Their products owe their taste and flavors to the culinary skills and passion of their chefs. Knorr sources high-quality ingredients to create delicious side dishes, bouillons, sauces, gravies, soups and seasonings enjoyed by families everywhere. Specifications 8 packs - 5.625 oz. each No artificial flavors Net weight: 45 oz.",About the product Rice Sides More,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Seasoned Rice",,Yes,,Yes,General Rice,USA,,Amazon Products,,B07N8W9YSR,0.98732626
0,Amazon USA,LXY,Amazon USA,Amazon USA_20190523_126258,Product_20190523_81192,Product,Product,2019 Q1,B07G5T4WH1,LXY,,https://www.amazon.com/dp/B07G5T4WH1,LXY Creative Ceramic Tableware Dishes European-Style Phnom Penh Rice Bowl High Bowl Sauce Dish Sauce Dish Hot Pot Dish Bowl,"Welcome to our store, where we will provide quality products, your satisfaction is the purpose of our service. You are welcome to buy, I hope we can help you, I wish you a happy shopping! Product Name: Vintage Ceramic Bowl Material: Ceramic Color: dark green Size: 11.5 * 4CM Applicable people: people Process: Glaze quantity: 1 Style: European style Suitable for: sterilizers, dishwashers, refrigerators, microwave ovens note: This product only sells cutlery - bowls, products do not contain other decorations. Manual measurement, product size may have 1-2cm error. Due to differences in light, environment and display, products and pictures may have a certain color difference, which is normal. Our delivery time is 15-25 working days, the return period is 30 days, if you have any questions, please contact us in time. We will provide 24 hours of good customer service, and your satisfaction is our highest requirement.","Naturally extracted color, elegant color, moderate capacity, beautiful arc design. The beautiful bowl is the voice of the human heart. Ceramics have a subtle interpretation of beautiful tableware. The thickness of the bowl wall is moderate, it is not easy to get hot, and the food is not as good as the beauty. The gold coil is stroked, the spiral shape inside the bowl, the bowl is beautiful and generous.",,,Yes,,Yes,General Rice,USA,,Amazon Products,,B07G5T4WH1,0.486153025
9,Amazon USA,Quaker Oats,Amazon USA,Amazon USA_20190523_123659,Product_20190523_78593,Product,Product,2019 Q1,B01M34T9I5,Quaker,Company,https://www.amazon.com/dp/B01M34T9I5,"QUAKER Instant Oatmeal, Gluten Free, Maple & Brown Sugar, 8 ct","Nutritious, delicious, and 100 percent gluten-free, Quaker Gluten Free Maple & Brown Sugar Instant Oatmeal is a great way to start your day. This instant oatmeal is quick to prepare and packed with wholesome goodness, including fiber, protein, and essential vitamins and minerals. It also has a classic maple and brown sugar flavor that pairs well with fruit, nuts, and other toppings.","About the product Made with 100% whole grain gluten free oats Combines the sweet taste of maple and brown sugar Good source of fiber and 3 other essential vitamins and minerals Top with fruit, nuts, or a dollop of yogurt Cooks in 90 seconds in the microwave More",Grocery & Gourmet Food › Breakfast Foods › Cereals › Oatmeal,,Yes,,Yes,Oats,USA,2.8,Amazon Products,,B01M34T9I5,0.059662449
0,Amazon USA,Lundberg Family Farms,Amazon USA,Amazon USA_20190523_127762,Product_20190523_82696,Product,Product,2019 Q1,B07Q2NRHF4,Lundberg Family Farms.,Company,https://www.amazon.com/dp/B07Q2NRHF4,Lundberg Family Farms - Butter & Chive Risotto (6-5.5 oz boxes) - Delicious Butter & Chive Risotto Recipe,"Enjoy the goodness of germinated, whole grain brown rice! You'll love the soft texture of the sprouted grain with the creamy taste of this own delicious Butter & Chive risotto recipe. They created this amazing side dish by blending quality ingredients like Organic milk, chives, garlic, and parsley with this Organic sprouted brown Arborio rice. You'll love how the individual kernels plump, creating a rich, creamy sauce while the rice grains remain separate and al dente. Preparing this wholesome, tasty risotto is easy and requires minimal stirring. It's a convenient and delightful way to add sprouted whole grains to any meal.",,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Risotto",,Nope;Yes,,Yes,General Rice,USA,,Amazon Products,,B07Q2NRHF4,0.759953215
0,Amazon USA,Big Easy Foods,Amazon USA,Amazon USA_20190523_127464,Product_20190523_82398,Product,Product,2019 Q1,B00D55BGXW,Big Easy Foods,Brand,https://www.amazon.com/dp/B00D55BGXW,Big Easy Foods Pork Sausage Jambalaya (5 Pack),"Get a taste of a Spanish dish known as paella brought by Spanish settlers to New Orleans. Jambalaya or “Jambon a la Yaya” is a rice-based dish recipe that is made with Louisiana rice cooked down with smoke pork sausage and cubes of pork loin, and baked to perfection. Frozen and package in a 12oz. microwaveable bowl. Satisfy your craving for Cajun food anytime you want in less than five minutes.","About the product YOUR PERFECT NEW ORLEANS STYLE FROZEN MEAL - A Spanish inspired dish known as paella, which was renamed Jambalaya after it was brought by Spanish settlers to New Orleans. YOUR QUALITY - Our Big Easy Pork Sausage Jambalaya is a rice-based dish recipe that is made with Louisiana rice cooked down with smoke pork sausage and cubes of pork loin, and baked to perfection. EASY TO PEPARE - Conveniently packaged in microwave-safe bowl; Heated and ready to eat in just 5 minutes! MADE IN LOUISIANA - We just don’t make entrées, but with every bowl we bring you an Authentic Louisiana Cuisine Experience. Time tested recipes that you can only find in the Big Easy. SHIPPED FROM Big Easy Foods - All our entrées are made, packaged in a styrofoam cooler, and shipped with dry ice from our plant in Louisiana. More","Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Jambalaya",,Yes,,Yes,General Rice,USA,,Amazon Products,,B00D55BGXW,0.601055769
0,Amazon USA,Taste Of Rice,Amazon USA,Amazon USA_20190523_156220,Product_20190523_111154,Product,,2019 Q1,B00I4V3GM6,Taste Of Rice,,https://www.amazon.com/dp/B00I4V3GM6,"Taste Of Rice, Rice Coconut, 8.8 Ounce","Taste of rice ready to eat coconut rice does not contain any artificial flavors, colors, preservatives or additives. Each 8.8 ounce sleeve serves two people, is vegetarian and takes just two minutes to cook in the microwave. It is made from a combination of basmatic rice, tropical coconut cream and flakes.",About the product Taste Of Rice Coconut Rice (6x8.8 Oz) More,,,Yes,,Yes,General Rice,USA,,Amazon by ASIN,,B00I4V3GM6,0.976360254
3,Amazon USA,Goya,Amazon USA,Amazon USA_20190523_123628,Product_20190523_78562,Product,Product,2019 Q1,B00MPWU8L2,Goya,Company,https://www.amazon.com/dp/B00MPWU8L2,Goya Paella Valenciana Yellow Rice & Seafood Dinner 19 Oz (Pack of 4),,"About the product 19 Oz Box (Pack of 4) Seafood included, mariscos incluidos microwave or stove top More","Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Seasoned Rice",,Yes,,Yes,General Rice,USA,5,Amazon Products,,B00MPWU8L2,0.880356983
9,Amazon USA,Trader Joe's,Amazon USA,Amazon USA_20190523_126992,Product_20190523_81926,Product,Product,2019 Q1,B007MCSWX6,Trader Joe's,Company,https://www.amazon.com/dp/B007MCSWX6,Trader Joe's Quick Cook Steel Cut Oats (2 Pack),Steel Cut Oats. Low Sodium,About the product Trader Joe's Quick Cook Steel Cut Oats Kosher One ingredient! 100% Whole Grain Oats. Whole Grain Oats Good Source of Iron and Fiber. 5 grams of protein per serving. More,Grocery & Gourmet Food › Breakfast Foods › Cereals › Oatmeal,,Yes,,Yes,Oats,USA,2.9,Amazon Products,,B007MCSWX6,0.861966563
0,Amazon USA,Lundberg Family Farms,Amazon USA,Amazon USA_20190523_156027,Product_20190523_110961,Product,,2019 Q1,B00I4UWL7I,Lundberg,Company,https://www.amazon.com/dp/B00I4UWL7I,"Lundberg Family Farms, Rice Basmati And Wild Brown Organic, 16 Ounce","Lundberg family farms gourmet blends organic brown basmati & wild rice is the perfect side dish for your for favorite fish, poultry or vegan meals. Savor the taste and fluffy texture in each serving that contains just 150 calories and four grams of protein. We use sustainable farming methods to create this highly nutritious and aromatic blend of long-grain rice that's healthy for you and our planet. This 16 ounce bag of lundberg's gourmet brown rice blend contains 10 1/4-cup servings.",About the product No Artificial Ingredients Gluten Free Kosher More,Grocery & Gourmet Food Pantry Staples Dried Grains & Rice Brown,,Yes,,Yes,Basmati Rice,USA,,Amazon by ASIN,,B00I4UWL7I,0.717752174
46,Amazon USA,Uncle Ben's,Amazon USA,Amazon USA_20190523_124423,Product_20190523_79357,Product,Product,2019 Q1,B000SRMC3I,Uncle Ben's,Company,https://www.amazon.com/UNCLE-BENS-Ready-Rice-Whole/dp/B000SRMC3I/ref=lp_6499446011_1_6_s_it/138-3426861-7175539?ie=UTF8&qid=1557667446&sr=1-6&fpw=pantry,"UNCLE BEN'S Ready Rice: Whole Grain Brown, 8.8oz","Uncle Ben’s Ready Rice: Whole Grain Brown can help you with a great dinner solution, ready in no time. If you’ve got 90 seconds, then you have the beginnings of a great dinner with Uncle Ben’s. Serve your family the wholesome goodness of whole grain brown rice. Use Uncle Ben’s Ready Rice: Whole Grain Brown in your favorite rice dishes, from rice pilaf and jambalaya to stir-fry rice recipes—and everything in between. Plus, the convenient microwaveable pouch eliminates prep and cleanup, so cooking brown rice is even quicker and easier.",Microwave rice in just 90 seconds Convenient pouch eliminates prep and cleanup 0g trans fat & no saturated fat Excellent source of folate Good source of iron,,"Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition. Water; Whole Grain Parboiled Brown Rice; Canola Oil and/or Sunflower Oil. Adds a trivial amount of Saturated Fat. Just heat and enjoy: 1. Squeeze pouch to separate rice. 2. Tear two inches to vent. 3. Heat on high for 90 seconds. 4. Remove from microwave using cool touch area on untorn side. Caution: steam from pouch will be hot. Cooking time for 2 pouches - 2 1/2 minutes. Microwave times may vary. Take care when handling and opening the hot pouch. Refrigerate unused portion. In the skillet: 1. Gently squeeze the sides of the pouch to break apart the rice and pour contents into a skillet. 2. Add 2 tbsp of water and heat. 3. Stir rice occasionally until heated thoroughly. 4. Serve immediately.",Yes,,Yes,General Rice,USA,4.4,Amazon Products,,B000SRMC3I,0.893793863
